Medicamento;Empresa;CNPJ;Expediente;Data de Publicação;Categoria
cloridrato de ciprofloxacino;CIMED INDUSTRIA S.A;02.814.497/0001-07;0367628252;19/03/2025;TODAS
AMLOVASC;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;0667550259;16/05/2025;TODAS
diclofenaco sódico;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;4944478224;16/11/2022;TODAS
MITEXAN;BAXTER HOSPITALAR LTDA;49.351.786/0002-61;1451236247;22/10/2024;TODAS
GENUXAL;BAXTER HOSPITALAR LTDA;49.351.786/0002-61;0532981251;18/04/2025;TODAS
BRONQUITOSS;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;3420068212;30/08/2021;TODAS
NOLIPO;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;2656945216;08/07/2021;TODAS
CETIRTEC;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1933204211;19/05/2021;TODAS
FOLONIN;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;0277268257;27/02/2025;TODAS
TASIGNA;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;1542594243;08/11/2024;TODAS
TROMIZIR;BELFAR LTDA;18.324.343/0001-77;1733402241;19/12/2024;TODAS
TROMETAMOL CETOROLACO;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1184223254;05/09/2025;TODAS
desonida;LABORATÓRIO GLOBO SA;17.115.437/0001-73;0732476259;29/05/2025;TODAS
IPRAVENT;EMS SIGMA PHARMA LTDA;00.923.140/0001-31;0478148259;07/04/2025;TODAS
FLUCONAZOL;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;0092465172;18/01/2017;TODAS
PROPILRACIL;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;1493416217;19/04/2021;TODAS
SULFATO DE ZINCO;VASCONCELOS INDUSTRIA FARMACEUTICA E COMERCIO LTDA;05.155.425/0001-93;0921393245;05/07/2024;TODAS
MUCOBRONQ;NATULAB LABORATORIO S.A;02.456.955/0001-83;1431189215;14/04/2021;TODAS
ALPHABRIN;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1097679250;16/08/2025;TODAS
Ventia;PANAMERICAN MEDICAL SUPPLY SUPRIMENTOS MÉDICOS LTDA;01.329.816/0001-26;2168488190;13/09/2019;TODAS
DUOSOL SEM POTÁSSIO;LABORATORIOS B. BRAUN S/A;31.673.254/0001-02;0443230242;09/04/2024;TODAS
ACETONIDA DE TRIANCINOLONA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;0519508180;28/06/2018;TODAS
RITOP;ZYDUS NIKKHO FARMACÊUTICA LTDA;05.254.971/0001-81;1573235215;24/04/2021;TODAS
Bromidrato de Fenoterol;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;4257340208;02/12/2020;TODAS
IBUPROFENO;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1471726240;25/10/2024;TODAS
NOVOSORO NF;LABORATÓRIO GLOBO SA;17.115.437/0001-73;0489192254;09/04/2025;TODAS
SULFATO DE MAGNÉSIO HEPTAHIDRATADO;VASCONCELOS INDUSTRIA FARMACEUTICA E COMERCIO LTDA;05.155.425/0001-93;1222377241;05/09/2024;TODAS
Stelara;JANSSEN-CILAG FARMACÊUTICA LTDA;51.780.468/0001-87;1205643257;11/09/2025;TODAS
hemitartarato de norepinefrina;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;17.174.657/0001-78;1612406246;26/11/2024;TODAS
brometo de ipratrópio;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;4256902208;02/12/2020;TODAS
cloridrato de clorpromazina;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;17.174.657/0001-78;0230513239;08/03/2023;TODAS
RINIDON;WELEDA DO BRASIL LABORATÓRIO E FARMÁCIA LTDA;56.992.217/0001-80;1188296256;08/09/2025;TODAS
DRENOGRIP;BELFAR LTDA;18.324.343/0001-77;0769388256;06/06/2025;TODAS
ENEMAPLEX;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;0288115132;16/04/2013;TODAS
MESNA;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;0313829250;07/03/2025;TODAS
sulfato de morfina;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;1458312241;23/10/2024;TODAS
ATENOPRESS;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;0040578259;10/01/2025;TODAS
HISOCEL;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;0288501138;16/04/2013;TODAS
Actemra;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;33.009.945/0001-23;0740593251;02/06/2025;TODAS
DINILL;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;43.426.626/0001-77;2018537215;25/05/2021;TODAS
GLICEROL ENEMA 12%;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;17.174.657/0001-78;1607144211;27/04/2021;TODAS
MANITOL FARMACE;FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA;06.628.333/0001-46;0216065241;23/02/2024;TODAS
isotretinoína;COLBRÁS INDÚSTRIA E COMÉRCIO LTDA;00.413.925/0001-64;0981249256;29/07/2025;TODAS
NOVOFER PED;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;2304082163;20/09/2016;TODAS
LORAZEPAM;EMS S/A;57.507.378/0003-65;1133930247;19/08/2024;TODAS
FLUXTAR;DIFFUCAP - CHEMOBRÁS QUÍMICA E FARMACÊUTICA LTDA;42.457.796/0001-56;1730279244;18/12/2024;TODAS
ZEEL COMP N;HEEL DO BRASIL BIOMÉDICA LTDA;05.994.539/0001-27;4371117228;01/07/2022;TODAS
IBUPROFENO;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1471970248;25/10/2024;TODAS
CLORETO DE MAGNÉSIO IFAL;IFAL INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA;00.376.959/0001-26;0996054146;05/11/2014;TODAS
COLPATRIN;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0552389251;24/04/2025;TODAS
HIPERTONIC 5%;OPHTHALMOS LTDA;61.129.409/0001-05;0194578232;27/02/2023;TODAS
INTELENCE;JANSSEN-CILAG FARMACÊUTICA LTDA;51.780.468/0001-87;1312620242;24/09/2024;TODAS
sulfato de neomicina + bacitracina zíncica;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0730572251;29/05/2025;TODAS
VOLULYTE;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;0288610133;16/04/2013;TODAS
bissulfato de clopidogrel;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;0200744259;12/02/2025;TODAS
HOLOXANE;BAXTER HOSPITALAR LTDA;49.351.786/0002-61;0970813244;16/07/2024;TODAS
Desoskin;EMS SIGMA PHARMA LTDA;00.923.140/0001-31;3778071211;24/09/2021;TODAS
ISTARHES;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;4195928201;27/11/2020;TODAS
brometo de ipratrópio;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;0478165251;07/04/2025;TODAS
ampicilina;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;2369166192;07/10/2019;TODAS
AMOXICILINA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;0878715258;04/07/2025;TODAS
TIEPEM;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;33.258.401/0001-03;0861398254;01/07/2025;TODAS
BROMETO DE IPRATRÓPIO;LABORATÓRIO GLOBO SA;17.115.437/0001-73;0459950258;03/04/2025;TODAS
ENDONIDAZOL;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;5071193221;20/12/2022;TODAS
AEROTRAT;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;44.010.437/0001-81;4131970202;23/11/2020;TODAS
AVAMYS;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;0609772252;06/05/2025;TODAS
BOTULIFT;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;61.282.661/0001-41;0133484254;30/01/2025;TODAS
BETAMETASONA;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;4642084203;30/12/2020;TODAS
cetoconazol+dipropionato de betametasona;LABORATÓRIO GLOBO SA;17.115.437/0001-73;5000722221;01/12/2022;TODAS
WELLBUTRIN;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;0713117257;27/05/2025;TODAS
BRAMITOB;CHIESI FARMACÊUTICA LTDA;61.363.032/0001-46;0045201251;13/01/2025;TODAS
amoxicilina + clavulanato de potássio;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;0551023186;11/07/2018;TODAS
FUMARATO DE BISOPROLOL+ HIDROCLOROTIAZIDA;UNICHEM FARMACÊUTICA DO BRASIL LTDA;05.399.786/0001-85;0780042255;10/06/2025;TODAS
ÁGUA PARA IRRIGAÇÃO;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;0287844135;16/04/2013;TODAS
PRÉ-FOLIC;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;83.874.628/0001-43;0548648255;23/04/2025;TODAS
INTESTIN;LABORATÓRIO GLOBO SA;17.115.437/0001-73;0577108255;29/04/2025;TODAS
ANSIODORON;WELEDA DO BRASIL LABORATÓRIO E FARMÁCIA LTDA;56.992.217/0001-80;1179002253;04/09/2025;TODAS
FENILEFRIN;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;0856107219;04/03/2021;TODAS
ÁGUA PARA INJEÇÃO;JP INDUSTRIA FARMACEUTICA S/A;55.972.087/0001-50;0801177251;16/06/2025;TODAS
DICLOAIR;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;0793039258;12/06/2025;TODAS
SOLUÇÃO PARA DIÁLISE PERITONIAL COM GLICOSE;BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA;47.231.121/0001-08;1430357214;14/04/2021;TODAS
INFLUDO;WELEDA DO BRASIL LABORATÓRIO E FARMÁCIA LTDA;56.992.217/0001-80;1187190250;08/09/2025;TODAS
cloridrato de hidroxizina;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1182600247;28/08/2024;TODAS
LANSOPRAZOL;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;4588839217;19/11/2021;TODAS
ALOIS;APSEN FARMACEUTICA S/A;62.462.015/0001-29;0843899255;27/06/2025;TODAS
BIOFLADEX;EMS S/A;57.507.378/0003-65;1021257257;08/08/2025;TODAS
SPIRIVA RESPIMAT;BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;60.831.658/0001-77;0070995257;17/01/2025;TODAS
ACETATO DE SÓDIO;VASCONCELOS INDUSTRIA FARMACEUTICA E COMERCIO LTDA;05.155.425/0001-93;1230030239;08/11/2023;TODAS
BETINA;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;8506715211;27/12/2021;TODAS
DACOGEN;JANSSEN-CILAG FARMACÊUTICA LTDA;51.780.468/0001-87;1680232240;09/12/2024;TODAS
AZITROMICINA;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;17.562.075/0001-69;2104566166;21/07/2016;TODAS
EXTRANEAL;BAXTER HOSPITALAR LTDA;49.351.786/0002-61;1029440255;11/08/2025;TODAS
REFORTRIX IPV;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;1031554246;29/07/2024;TODAS
EFAVIRENZ;FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;1463408212;16/04/2021;TODAS
FARMAFLAN;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;02.501.297/0001-02;0815386257;18/06/2025;TODAS
TESTE PUBLICACAO;EMPRESA DE TESTE LTDA. (VS01);33.683.202/0001-34;0297832146;17/04/2014;TODAS
VITAUM;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;0603790259;05/05/2025;TODAS
Euflexxa;LABORATÓRIOS FERRING LTDA;74.232.034/0001-48;1471837246;25/10/2024;TODAS
MIOFIBRAX;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;1744066248;20/12/2024;TODAS
Gabapentina;EMS S/A;57.507.378/0003-65;0025821253;08/01/2025;TODAS
MUPIROX;EMS S/A;57.507.378/0003-65;1411178211;13/04/2021;TODAS
Fenofibrato;EMS S/A;57.507.378/0003-65;0241963257;20/02/2025;TODAS
VACINA ROTAVÍRUS HUMANO G1P[8] (ATENUADA);FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;0690184255;22/05/2025;TODAS
ESTOLATO DE ERITROMICINA;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;0468234143;12/06/2014;TODAS
acebrofilina;CIMED INDUSTRIA S.A;02.814.497/0001-07;0774478250;09/06/2025;TODAS
MELOXICAM;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0731184254;29/05/2025;TODAS
GLICOSE + CLORETO DE SÓDIO FARMACE;FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA;06.628.333/0001-46;0215787242;23/02/2024;TODAS
Meritor;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0328539252;11/03/2025;TODAS
MESIGYNA;BAYER S.A.;18.459.628/0001-15;0644164255;13/05/2025;TODAS
CICLOPIROX OLAMINA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;1023279258;08/08/2025;TODAS
Dipropionato de Betametasona + Sulfato de Gentamicina;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1586598244;19/11/2024;TODAS
LUCENTIS;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;1157978258;29/08/2025;TODAS
BRECILA;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;1395951214;12/04/2021;TODAS
claquinona;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1374042213;10/04/2021;TODAS
TENOXICAM;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;0397184239;20/04/2023;TODAS
bimatoprosta;EMS S/A;57.507.378/0003-65;0810387255;17/06/2025;TODAS
azitromicina;LABORATÓRIO GLOBO SA;17.115.437/0001-73;0868867241;26/06/2024;TODAS
NISTATINA + OXIDO DE ZINCO;LABORATÓRIO GLOBO SA;17.115.437/0001-73;0779183258;10/06/2025;TODAS
losartana potássica;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;0961153253;23/07/2025;TODAS
VACINA ADSORVIDA MENINGOCÓCICA C (CONJUGADA);FUNDAÇÃO EZEQUIEL DIAS - FUNED;17.503.475/0001-01;0861444230;16/08/2023;TODAS
topiramato;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;0186743254;10/02/2025;TODAS
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;EMS S/A;57.507.378/0003-65;0114744254;27/01/2025;TODAS
HYCIMET;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;17.174.657/0001-78;0850215213;04/03/2021;TODAS
CLORIDRATO DE TIAMINA;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;1396572244;10/10/2024;TODAS
HORMOSKIN;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;0429704241;04/04/2024;TODAS
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;EMS S/A;57.507.378/0003-65;2675665223;05/05/2022;TODAS
ALENDRONATO DE SÓDIO;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;1016486251;07/08/2025;TODAS
cloridrato de ondansetrona;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;0391402242;28/03/2024;TODAS
Ilaris;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;1163291251;01/09/2025;TODAS
ZOLDAC;ZYDUS NIKKHO FARMACÊUTICA LTDA;05.254.971/0001-81;1556373211;23/04/2021;TODAS
ROSUVASTATINA CÁLCICA;TORRENT DO BRASIL LTDA;33.078.528/0001-32;1174846259;03/09/2025;TODAS
cloridrato de ambroxol;NATIVITA IND. COM. LTDA.;65.271.900/0001-19;0493333223;09/02/2022;TODAS
FLUORURACILA;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;61.282.661/0001-41;0382427186;14/05/2018;TODAS
sulfato de glicosamina;EMS SIGMA PHARMA LTDA;00.923.140/0001-31;0778136230;26/07/2023;TODAS
dipirona;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;17.875.154/0001-20;4780937221;04/10/2022;TODAS
TARTARATO DE BRIMONIDINA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;0992687250;31/07/2025;TODAS
DERIVA C MICRO;GLENMARK FARMACÊUTICA LTDA;44.363.661/0001-57;1627433244;28/11/2024;TODAS
CLORDOX;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0004520238;03/01/2023;TODAS
CLORIDRATO DE DOXICICLINA;EMS S/A;57.507.378/0003-65;1208403257;11/09/2025;TODAS
CINATREX;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;17.562.075/0001-69;0832743259;25/06/2025;TODAS
FUNGITRIN;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;30.222.814/0001-31;2079088201;29/06/2020;TODAS
ARTICAINE;DFL INDÚSTRIA E COMÉRCIO S/A;33.112.665/0001-46;1157377246;22/08/2024;TODAS
BAMIFIX;CHIESI FARMACÊUTICA LTDA;61.363.032/0001-46;1478299240;28/10/2024;TODAS
RUBIDOX;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;61.282.661/0001-41;0878889248;27/06/2024;TODAS
NUBAIN;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;0923236212;09/03/2021;TODAS
REVIA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;0474516253;07/04/2025;TODAS
NEURIVIT;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;44.010.437/0001-81;4131377201;23/11/2020;TODAS
CLORIDRATO DE BETAXOLOL;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;0473744150;28/05/2015;TODAS
BREVIBLOC;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;0536024251;22/04/2025;TODAS
FURP - ETAMBUTOL;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;43.640.754/0001-19;0737770252;30/05/2025;TODAS
RETEMIC;APSEN FARMACEUTICA S/A;62.462.015/0001-29;0841937257;27/06/2025;TODAS
BUPSTESIC;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;1475700237;27/12/2023;TODAS
cloridrato de fluoxetina;EMS S/A;57.507.378/0003-65;0260295256;24/02/2025;TODAS
HYPOVERIN;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;17.174.657/0001-78;0462964217;04/02/2021;TODAS
CEBRILIN;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;1683764242;10/12/2024;TODAS
PONDERA;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;0638428254;12/05/2025;TODAS
TRAMADON;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;1760242241;26/12/2024;TODAS
TRAMALIV;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0000937258;02/01/2025;TODAS
NEOCAINA PESADA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;4556411220;16/08/2022;TODAS
FLUFENAN;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;0568283252;28/04/2025;TODAS
PAXTRAT;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;0684568250;21/05/2025;TODAS
MIOSAN;APSEN FARMACEUTICA S/A;62.462.015/0001-29;0077835255;20/01/2025;TODAS
cimetidina;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;4417714223;13/07/2022;TODAS
PETIVIT BC;BRASTERAPICA PHARMACEUTICA LTDA.;46.179.008/0001-68;1645480241;02/12/2024;TODAS
cloridrato de fluoxetina;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;0304355232;27/03/2023;TODAS
cloridrato de fluoxetina;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;0239323219;19/01/2021;TODAS
NEURI - B6;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;44.010.437/0001-81;4131269204;23/11/2020;TODAS
NAUSILON B6;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;17.562.075/0001-69;0383394252;21/03/2025;TODAS
PRILONEST;DFL INDÚSTRIA E COMÉRCIO S/A;33.112.665/0001-46;1221487248;04/09/2024;TODAS
PROFERGAN;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0195863259;12/02/2025;TODAS
PROPRANOLOM;LABORATÓRIOS OSÓRIO DE MORAES LTDA;19.791.813/0001-75;0905832256;10/07/2025;TODAS
SORINAN;PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A;25.773.037/0001-83;0025404245;09/01/2024;TODAS
QUINOFLOX;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;0069696250;17/01/2025;TODAS
YOMAX;APSEN FARMACEUTICA S/A;62.462.015/0001-29;1203321244;02/09/2024;TODAS
NERALGYN;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;17.562.075/0001-69;0821875256;23/06/2025;TODAS
INIBINA;APSEN FARMACEUTICA S/A;62.462.015/0001-29;0424455251;28/03/2025;TODAS
NOVABUPI;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;0908200210;08/03/2021;TODAS
cloridrato de lidocaína;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;17.174.657/0001-78;0901280232;25/08/2023;TODAS
PRANOLAL;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;44.010.437/0001-81;4195320207;27/11/2020;TODAS
POLYDRAT;PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A;25.773.037/0001-83;0682750141;19/08/2014;TODAS
CIPROFAR;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;83.874.628/0001-43;0367778254;19/03/2025;TODAS
ALPHACAINE;DFL INDÚSTRIA E COMÉRCIO S/A;33.112.665/0001-46;1165449242;24/08/2024;TODAS
HYPOCAÍNA;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;17.174.657/0001-78;0301465231;27/03/2023;TODAS
ANTIMAIS SÉPTICO;KLEY HERTZ FARMACEUTICA S.A;92.695.691/0001-03;3281243215;20/08/2021;TODAS
cloridrato de lidocaína;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;1219793219;30/03/2021;TODAS
FIGATIL;LABORATORIO CATARINENSE LTDA;84.684.620/0001-87;4289140220;08/05/2023;TODAS
NESH ZINCO;NUNESFARMA PRODUTOS FARMACÊUTICOS LTDA;75.014.167/0001-00;0233640231;08/03/2023;TODAS
FANCLOMAX;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;0815944250;18/06/2025;TODAS
FOLINATO DE CALCIO;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4956520221;18/11/2022;TODAS
GINKOCAPS;KLEY HERTZ FARMACEUTICA S.A;92.695.691/0001-03;0758156214;25/02/2021;TODAS
GINKGO CATARINENSE;LABORATORIO CATARINENSE LTDA;84.684.620/0001-87;0781084253;10/06/2025;TODAS
GELMAX;EMS S/A;57.507.378/0003-65;1058446258;13/08/2025;TODAS
HUMALOG;ELI LILLY DO BRASIL LTDA;43.940.618/0001-44;4579062221;19/08/2022;TODAS
NOVORAPID;NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA;82.277.955/0001-55;0677564252;20/05/2025;TODAS
HUMULIN N;ELI LILLY DO BRASIL LTDA;43.940.618/0001-44;4278885229;09/06/2022;TODAS
ITRALEX;EMS S/A;57.507.378/0003-65;1227303246;05/09/2024;TODAS
HYLINC;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;17.174.657/0001-78;2003083215;24/05/2021;TODAS
Novolin N;NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA;82.277.955/0001-55;0623985241;10/05/2024;TODAS
SPORANOX;JANSSEN-CILAG FARMACÊUTICA LTDA;51.780.468/0001-87;0765675242;07/06/2024;TODAS
EXTRALERG;LABORATORIO DE EXTRATOS ALERGENICOS LTDA;28.614.626/0001-07;1313172243;24/09/2024;TODAS
STRESSDORON;WELEDA DO BRASIL LABORATÓRIO E FARMÁCIA LTDA;56.992.217/0001-80;1193257255;09/09/2025;TODAS
DEOCIL;DIFFUCAP - CHEMOBRÁS QUÍMICA E FARMACÊUTICA LTDA;42.457.796/0001-56;1730003249;18/12/2024;TODAS
AMINOVEN;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;1562689210;23/04/2021;TODAS
SIMECO PLUS;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;0662515251;16/05/2025;TODAS
FLUITOSS;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;2860502211;22/07/2021;TODAS
CARBOCISTEÍNA;EMS S/A;57.507.378/0003-65;1555952211;23/04/2021;TODAS
CAPTOPRIL;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;0759508232;21/07/2023;TODAS
BORTYZ;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;2468178211;25/06/2021;TODAS
OMEPRAMIX;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;3448189219;01/09/2021;TODAS
HENETIX;GUERBET PRODUTOS RADIOLÓGICOS LTDA;42.180.406/0001-43;0912251255;11/07/2025;TODAS
LORATADINA;EMS S/A;57.507.378/0003-65;4906708226;04/11/2022;TODAS
LORADINE;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;2842130219;21/07/2021;TODAS
LORASLIV;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;30.222.814/0001-31;1402421249;11/10/2024;TODAS
HISTADIN;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;0547953241;25/04/2024;TODAS
FARMANGUINHOS -LAMIVUDINA;FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;1379941237;05/12/2023;TODAS
FURP-LAMIVUDINA;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;43.640.754/0001-19;1116041235;18/10/2023;TODAS
GLIMEPIL;FARMOQUÍMICA S/A;33.349.473/0001-58;1379367239;05/12/2023;TODAS
