Medicamento;Empresa;CNPJ;Expediente;Data de Publicação;Data de Publicação (dt);Categoria
OSTEOFIX;NATULAB LABORATÓRIO S.A;2456955000183;4443637222;19/07/2022;2022-07-19;especifico
AMOX-EMS;EMS S/A;57.507.378/0003-65;4460585227;27/07/2022;2022-07-27;similar
DICLORIDRATO DE PRAMIPEXOL;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;4452135226;27/07/2022;2022-07-27;generico
AMOXICILINA;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;4461495221;27/07/2022;2022-07-27;generico
desloratadina;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4455133224;27/07/2022;2022-07-27;generico
CRISPRED;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;4457991228;27/07/2022;2022-07-27;similar
desloratadina;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4456908220;27/07/2022;2022-07-27;generico
ALOFF;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4454508224;27/07/2022;2022-07-27;similar
LEG;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4456273224;27/07/2022;2022-07-27;similar
Leg;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4452581226;27/07/2022;2022-07-27;similar
DROPY-D;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;5161069000110;4463550220;27/07/2022;2022-07-27;especifico
cloridrato de loperamida;LABORATÓRIO GLOBO SA;17.115.437/0001-73;4458994221;27/07/2022;2022-07-27;generico
cloridrato de loperamida;PHARMASCIENCE INDÚSTRIA FARMACÊUTICA LTDA;25.773.037/0001-83;4459055228;27/07/2022;2022-07-27;generico
FLORATIL;FARMOQUÍMICA S/A;33.349.473/0001-58;4459896222;27/07/2022;2022-07-27;biologico
ALOFF XPE;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4454601224;27/07/2022;2022-07-27;similar
CLARITROMICINA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;4458884221;27/07/2022;2022-07-27;generico
CORUS H;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;4451765226;27/07/2022;2022-07-27;similar
amoxicilina;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;4461778223;27/07/2022;2022-07-27;generico
losartana potássica + hidroclorotiazida;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;4456251221;27/07/2022;2022-07-27;generico
amoxicilina;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;4458912224;27/07/2022;2022-07-27;generico
AMOXICILINA;EMS S/A;57.507.378/0003-65;4463577225;27/07/2022;2022-07-27;generico
HOXIDRIN;LABORATÓRIO GLOBO SA;17.115.437/0001-73;4461299228;27/07/2022;2022-07-27;similar
Typhim Vi;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;4460503221;27/07/2022;2022-07-27;biologico
dipirona monoidratada;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;4469851221;28/07/2022;2022-07-28;generico
CICLORTEN;EMS S/A;57.507.378/0003-65;4468972220;28/07/2022;2022-07-28;similar
cloridrato de propranolol;LABORATÓRIO GLOBO SA;17.115.437/0001-73;4468488221;28/07/2022;2022-07-28;generico
prednisona;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;4468938226;28/07/2022;2022-07-28;generico
FLUIBRON;CHIESI FARMACÊUTICA LTDA;61.363.032/0001-46;4467916229;28/07/2022;2022-07-28;similar
dipirona monoidratada;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;4469776220;28/07/2022;2022-07-28;generico
BRAMITOB;CHIESI FARMACÊUTICA LTDA;61.363.032/0001-46;4465040229;28/07/2022;2022-07-28;novo
SINGULAIR;ORGANON FARMACÊUTICA LTDA.;45.987.013/0001-34;4467819223;28/07/2022;2022-07-28;novo
dipirona  monoidratada;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;4469703222;28/07/2022;2022-07-28;generico
dipirona monoidratada;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;4469839221;28/07/2022;2022-07-28;generico
colistimetato de sódio;ANTIBIÓTICOS DO BRASIL LTDA;5439635000103;4467602224;28/07/2022;2022-07-28;generico
dipirona monoidratada;EMS S/A;57.507.378/0003-65;4469959227;28/07/2022;2022-07-28;generico
Kanjinti;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;18.774.815/0001-93;4469654221;28/07/2022;2022-07-28;biologico
PREDINIS;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;4469034223;28/07/2022;2022-07-28;similar
PREDNISONA;EMS S/A;57.507.378/0003-65;4468924225;28/07/2022;2022-07-28;generico
dipirona monohidratada;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;4469755222;28/07/2022;2022-07-28;generico
DORILEN DIP;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;4469739227;28/07/2022;2022-07-28;similar
CLENIL COMPOSITUM  A;CHIESI FARMACÊUTICA LTDA;61.363.032/0001-46;4467657223;28/07/2022;2022-07-28;similar
CLENIL;CHIESI FARMACÊUTICA LTDA;61.363.032/0001-46;4467416226;28/07/2022;2022-07-28;similar
NOFEBRIN;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;4469709221;28/07/2022;2022-07-28;similar
SILARYM;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA;17.440.261/0001-25;4468947225;28/07/2022;2022-07-28;fitoterapico
dipirona monoidratada;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;4469886220;28/07/2022;2022-07-28;generico
PROPALOL;LABORATÓRIO GLOBO SA;17.115.437/0001-73;4468674229;28/07/2022;2022-07-28;similar
TRANSLARNA;PTC FARMACEUTICA DO BRASIL LTDA.;25.210.463/0001-09;4464480225;28/07/2022;2022-07-28;novo
PROBENXIL;CIMED INDUSTRIA S.A;2814497000107;4469323225;28/07/2022;2022-07-28;similar
PREDNISONA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;4469024228;28/07/2022;2022-07-28;generico
DIPIRONA SÓDICA;EMS S/A;57.507.378/0003-65;4470002224;28/07/2022;2022-07-28;generico
mirtazapina;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;4468166223;28/07/2022;2022-07-28;generico
dipirona monoidratada;EMS S/A;57.507.378/0003-65;4469995223;28/07/2022;2022-07-28;generico
DIPIRONA SÓDICA;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;4469810223;28/07/2022;2022-07-28;generico
dipirona monoidratada;EMS S/A;57.507.378/0003-65;4469948225;28/07/2022;2022-07-28;generico
ESPERSON N;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;4468202220;28/07/2022;2022-07-28;novo
SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA;CIMED INDUSTRIA S.A;2814497000107;4469256226;28/07/2022;2022-07-28;generico
Brivlera;UCB BIOPHARMA LTDA.;64.711.500/0001-14;4475904226;29/07/2022;2022-07-29;novo
ANGIOPRIL;DIFFUCAP - CHEMOBRÁS QUÍMICA E FARMACÊUTICA LTDA;42.457.796/0001-56;4476926223;29/07/2022;2022-07-29;similar
Brivlera;UCB BIOPHARMA LTDA.;64.711.500/0001-14;4475948223;29/07/2022;2022-07-29;novo
Brivlera;UCB BIOPHARMA LTDA.;64.711.500/0001-14;4475872227;29/07/2022;2022-07-29;novo
PLAGREL;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;4472826224;29/07/2022;2022-07-29;similar
HEDERA HELIX VITAMEDIC;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;30.222.814/0001-31;4476538223;29/07/2022;2022-07-29;fitoterapico
CETOMICOSS;LABORATÓRIO GLOBO SA;17.115.437/0001-73;4476072224;29/07/2022;2022-07-29;similar
ZINACEF;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;4476619223;29/07/2022;2022-07-29;novo
BACTRIM;FARMOQUÍMICA S/A;33.349.473/0001-58;4477370229;29/07/2022;2022-07-29;novo
losartana potássica + hidroclorotiazida;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;3485572000104;4475349222;29/07/2022;2022-07-29;generico
ROVAMICINA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;4475538220;29/07/2022;2022-07-29;novo
SAXENDA;NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA;82.277.955/0001-55;4477308221;29/07/2022;2022-07-29;biologico
cetoconazol;LABORATÓRIO GLOBO SA;17.115.437/0001-73;4476417221;29/07/2022;2022-07-29;generico
cloridrato de tirofibana monoidratado;ANTIBIÓTICOS DO BRASIL LTDA;5439635000103;4477077220;29/07/2022;2022-07-29;generico
DIPIRONA SÓDICA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;4486238222;01/08/2022;2022-08-01;generico
GALAFOLD;PINT PHARMA PRODUTOS MEDICO - HOSPITALARES E FARMACEUTICOS LTDA;21.896.000/0001-91;4486429222;01/08/2022;2022-08-01;novo
DIPIRONA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;4486101227;01/08/2022;2022-08-01;generico
LONGACTIL;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;4486345223;01/08/2022;2022-08-01;similar
MEROPENEM;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;4482042226;01/08/2022;2022-08-01;generico
ibuprofeno;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;4486030222;01/08/2022;2022-08-01;generico
ENABLEX;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;2433631000120;4482078221;01/08/2022;2022-08-01;novo
GINKOBA;ZYDUS NIKKHO FARMACÊUTICA LTDA;5254971000181;4487216222;01/08/2022;2022-08-01;fitoterapico
DULCOLAX GOTAS;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;4482212229;01/08/2022;2022-08-01;similar
cloridrato de venlafaxina;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;3485572000104;4482331228;01/08/2022;2022-08-01;generico
SILIMALON 140;ZYDUS NIKKHO FARMACÊUTICA LTDA;5254971000181;4486138228;01/08/2022;2022-08-01;especifico
amoxicilina + clavulanato de potássio;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4493084227;02/08/2022;2022-08-02;generico
CEBRILIN;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;4494113221;02/08/2022;2022-08-02;novo
CETOMICOSS;LABORATÓRIO GLOBO SA;17.115.437/0001-73;4488076220;02/08/2022;2022-08-02;similar
atorvastatina cálcica;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;3485572000104;4487838223;02/08/2022;2022-08-02;generico
FOLINATO DE CÁLCIO;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4495499220;02/08/2022;2022-08-02;generico
ELOME;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4487840228;02/08/2022;2022-08-02;similar
cloridrato de donepezila;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;4492345221;02/08/2022;2022-08-02;generico
nistatina+oxido de zinco;CIMED INDUSTRIA S.A;2814497000107;4494267228;02/08/2022;2022-08-02;generico
BABYMED;CIMED INDUSTRIA S.A;2814497000107;4495150227;02/08/2022;2022-08-02;especifico
amoxicilina + clavulanato de potássio;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;4494396222;02/08/2022;2022-08-02;generico
AMINOFILINA;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;4498017226;03/08/2022;2022-08-03;generico
NIQUITIN;MAPPEL INDÚSTRIA DE EMBALAGENS S.A.;1233103000164;4501239221;03/08/2022;2022-08-03;novo
NIQUITIN;MAPPEL INDÚSTRIA DE EMBALAGENS S.A.;1233103000164;4501341220;03/08/2022;2022-08-03;novo
citrato de sildenafila;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;4502962228;03/08/2022;2022-08-03;generico
CITRATO DE SILDENAFILA;EMS S/A;57.507.378/0003-65;4502755222;03/08/2022;2022-08-03;generico
VODOL;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;4499289220;03/08/2022;2022-08-03;novo
CLORIDRATO DE METOCLOPRAMIDA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;4501775220;03/08/2022;2022-08-03;generico
SIMBRINZA;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;4501602228;03/08/2022;2022-08-03;novo
DENAVAS;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;4503127225;03/08/2022;2022-08-03;similar
PRIMOVIST;BAYER S.A.;18.459.628/0001-15;4503392221;03/08/2022;2022-08-03;novo
NIMESULIDA;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;4502373222;03/08/2022;2022-08-03;generico
NIMESULIDA;EMS S/A;57.507.378/0003-65;4501489227;03/08/2022;2022-08-03;generico
pantoprazol sódico sesqui-hidratado;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;17.875.154/0001-20;4501889225;03/08/2022;2022-08-03;generico
citrato de sildenafila;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;4503066226;03/08/2022;2022-08-03;generico
PERCOF;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4500781226;03/08/2022;2022-08-03;similar
Uman Albumin;KEDRION BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;9284952000159;4499448221;03/08/2022;2022-08-03;biologico
AMOXICILINA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;4504312221;04/08/2022;2022-08-04;generico
MILDÊ;LABORATÓRIO GROSS S. A.;33.145.194/0001-72;4505198227;04/08/2022;2022-08-04;especifico
DESLORATADINA;ZYDUS NIKKHO FARMACÊUTICA LTDA;5254971000181;4505514226;04/08/2022;2022-08-04;generico
EPOCLER;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;4509183224;04/08/2022;2022-08-04;especifico
DESLIN;ZYDUS NIKKHO FARMACÊUTICA LTDA;5254971000181;4506917227;04/08/2022;2022-08-04;similar
PROTOVIT PLUS;BAYER S.A.;18.459.628/0001-15;4507547229;04/08/2022;2022-08-04;especifico
Avsola;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;18.774.815/0001-93;4509684223;04/08/2022;2022-08-04;biologico
SANTIDOR;SANTISA LABORATÓRIO FARMACÊUTICO S/A;4099395000182;4508647227;04/08/2022;2022-08-04;similar
DIOVAN;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;4508398227;04/08/2022;2022-08-04;novo
PREDNISONA;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;4503996223;04/08/2022;2022-08-04;generico
AMOXICILINA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;4504234220;04/08/2022;2022-08-04;generico
ACETILCISTEÍNA;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;4503964224;04/08/2022;2022-08-04;generico
dipirona;SANTISA LABORATÓRIO FARMACÊUTICO S/A;4099395000182;4508668224;04/08/2022;2022-08-04;generico
bissulfato de clopidogrel;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;4507897220;04/08/2022;2022-08-04;generico
DERMOCERYL;EMS S/A;57.507.378/0003-65;4513914220;05/08/2022;2022-08-05;similar
IBUFRAN;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;5161069000110;4514004227;05/08/2022;2022-08-05;similar
SEPTAM BD;Arese Pharma Ltda;7670111000154;4514960225;05/08/2022;2022-08-05;novo
ONICORYL;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;4513954221;05/08/2022;2022-08-05;similar
Cloridrato de raloxifeno;EMS S/A;57.507.378/0003-65;4513614226;05/08/2022;2022-08-05;generico
DAFLON;LABORATÓRIOS SERVIER DO BRASIL LTDA;42.374.207/0001-76;4514511226;05/08/2022;2022-08-05;especifico
dipirona monoidratada + butilbrometo de escopolamina;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;4514332224;05/08/2022;2022-08-05;generico
FAULDCARBO;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;4511106223;05/08/2022;2022-08-05;similar
cetoconazol;LABORATÓRIO GLOBO SA;17.115.437/0001-73;4513740221;05/08/2022;2022-08-05;generico
PRIMOGYNA®;BAYER S.A.;18.459.628/0001-15;4515067222;05/08/2022;2022-08-05;novo
ATACAND HCT;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;4513757221;05/08/2022;2022-08-05;novo
NAPRONAX;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;5161069000110;4511141223;05/08/2022;2022-08-05;similar
CLOZAPINA;LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A - LAFEPE;10.877.926/0001-13;4514148229;05/08/2022;2022-08-05;generico
PILOX;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4511105227;05/08/2022;2022-08-05;similar
CLORIDRATO DE PROMETAZINA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;4520293227;08/08/2022;2022-08-08;generico
GLAMETIX;Laboratórios Bagó do Brasil S/A;4748181000947;4519853222;08/08/2022;2022-08-08;similar
ACETILCISTEINA;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;4518064224;08/08/2022;2022-08-08;generico
amoxicilina + clavulanato de potássio;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;4517696227;08/08/2022;2022-08-08;generico
bromoprida;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;4523768226;08/08/2022;2022-08-08;generico
DIURIX;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;4521166229;08/08/2022;2022-08-08;similar
CLONAZEPAM;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;4523754225;08/08/2022;2022-08-08;generico
hidroclorotiazida;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;4521239226;08/08/2022;2022-08-08;generico
PROFERGAN;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;4521035221;08/08/2022;2022-08-08;similar
FURP - SULFADIAZINA;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;43.640.754/0001-19;4522721226;08/08/2022;2022-08-08;similar
FURP-BENZILPENICILINA BENZATINA;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;43.640.754/0001-19;4522901224;08/08/2022;2022-08-08;similar
FURP-ESTREPTOMICINA;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;43.640.754/0001-19;4522815221;08/08/2022;2022-08-08;similar
vacina febre amarela (atenuada);FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;4522162227;08/08/2022;2022-08-08;novo
FURP-HIDROCLOROTIAZIDA;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;43.640.754/0001-19;4521389228;08/08/2022;2022-08-08;similar
CAPTOCORD;LABORATÓRIO GLOBO SA;17.115.437/0001-73;4518489225;08/08/2022;2022-08-08;similar
BICALUTAMIDA;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4522495226;08/08/2022;2022-08-08;generico
hidroclorotiazida;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;5161069000110;4525195223;09/08/2022;2022-08-09;generico
AMOXICILINA TRI-HIDRATADA;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;4528330229;09/08/2022;2022-08-09;generico
TORFLAY;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;4527944223;09/08/2022;2022-08-09;similar
ceftriaxona dissódica hemieptaidratada;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;4529290221;09/08/2022;2022-08-09;generico
BENZIFLEX LIS;EMS S/A;57.507.378/0003-65;4527811223;09/08/2022;2022-08-09;similar
cloridrato de clonidina;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;33.258.401/0001-03;4528197227;09/08/2022;2022-08-09;generico
CETOCONAZOL;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;4527953222;09/08/2022;2022-08-09;generico
paracetamol + cafeína + carisoprodol + diclofenaco sódico;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;4528016222;09/08/2022;2022-08-09;generico
DIGOXINA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;4528761220;09/08/2022;2022-08-09;generico
CREVAGIN;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4527234226;09/08/2022;2022-08-09;similar
bilastina;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4528554224;09/08/2022;2022-08-09;generico
GINNA;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4528644223;09/08/2022;2022-08-09;similar
INFRALAX;EMS S/A;57.507.378/0003-65;4527727222;09/08/2022;2022-08-09;similar
CAPECITABINA;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4529816222;09/08/2022;2022-08-09;generico
TRIAXTON;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;4528990229;09/08/2022;2022-08-09;similar
NAIRE;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4528071223;09/08/2022;2022-08-09;similar
HISBILA;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4527858220;09/08/2022;2022-08-09;similar
CETOCONAZOL;EMS S/A;57.507.378/0003-65;4527743228;09/08/2022;2022-08-09;generico
FOLIFOLIN;EMS S/A;57.507.378/0003-65;4528816229;09/08/2022;2022-08-09;especifico
MEVA FLEX;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;4528022222;09/08/2022;2022-08-09;similar
cloridrato de ropivacaína;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;33.258.401/0001-03;4528140225;09/08/2022;2022-08-09;generico
NIMESULIDA;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4529170225;09/08/2022;2022-08-09;generico
CITRATO DE SILDENAFILA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;5161069000110;4528182220;09/08/2022;2022-08-09;generico
clonixinato de lisina + cloridrato de ciclobenzaprin;EMS S/A;57.507.378/0003-65;4527805223;09/08/2022;2022-08-09;generico
PILOCAN;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;4535091226;10/08/2022;2022-08-10;similar
amoxicilina + clavulanato de potássio;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;4534630221;10/08/2022;2022-08-10;generico
FOSTIMON-M;UCB BIOPHARMA LTDA.;64.711.500/0001-14;4535884226;10/08/2022;2022-08-10;biologico
MERIONAL HG;UCB BIOPHARMA LTDA.;64.711.500/0001-14;4536115226;10/08/2022;2022-08-10;biologico
CETOCONAZOL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;4535644225;10/08/2022;2022-08-10;generico
SYNFLORIX;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;4535192227;10/08/2022;2022-08-10;biologico
cloridrato de donepezila;ZYDUS NIKKHO FARMACÊUTICA LTDA;5254971000181;4534848226;10/08/2022;2022-08-10;generico
amoxicilina + clavulanato de potássio;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;4542401227;11/08/2022;2022-08-11;generico
CANDITRAT;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;4541591227;11/08/2022;2022-08-11;similar
ciprofibrato;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4536798226;11/08/2022;2022-08-11;generico
CLOTRIMIX;FARMOQUÍMICA S/A;33.349.473/0001-58;4542425223;11/08/2022;2022-08-11;similar
SETH;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;4537775220;11/08/2022;2022-08-11;similar
amoxicilina;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;4539984225;11/08/2022;2022-08-11;generico
MALÚ;EMS SIGMA PHARMA LTDA;923140000131;4539979221;11/08/2022;2022-08-11;similar
NITRATO DE MICONAZOL;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;4541505223;11/08/2022;2022-08-11;generico
QTERN;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;4547226229;12/08/2022;2022-08-12;novo
SEDAVAN;FARMOQUÍMICA S/A;33.349.473/0001-58;4544002222;12/08/2022;2022-08-12;similar
MTX;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;4544840228;12/08/2022;2022-08-12;similar
metotrexato;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;4547958220;12/08/2022;2022-08-12;generico
Fentora;TEVA FARMACÊUTICA LTDA.;5333542000108;4548248226;12/08/2022;2022-08-12;novo
MEROPENÉM TRI-HIDRATADO;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;33.258.401/0001-03;4546781229;12/08/2022;2022-08-12;generico
amoxicilina + clavulanato de potássio;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;4546678223;12/08/2022;2022-08-12;generico
PANTOCAL;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4547042225;12/08/2022;2022-08-12;similar
COVERSYL;LABORATÓRIOS SERVIER DO BRASIL LTDA;42.374.207/0001-76;4546670222;12/08/2022;2022-08-12;novo
CETOCONAZOL;CIMED INDUSTRIA S.A;2814497000107;4547655227;12/08/2022;2022-08-12;generico
AMOXICILINA;CIMED INDUSTRIA S.A;2814497000107;4547370222;12/08/2022;2022-08-12;generico
fluconazol;FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA;6628333000146;4543865227;12/08/2022;2022-08-12;generico
meloxicam;ZYDUS NIKKHO FARMACÊUTICA LTDA;5254971000181;4548446222;12/08/2022;2022-08-12;generico
RISPXAN;LABORATÓRIO GLOBO SA;17.115.437/0001-73;4549313226;13/08/2022;2022-08-13;similar
Quenzor;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;4555618220;15/08/2022;2022-08-15;novo
Amoxicilina;CIMED INDUSTRIA S.A;2814497000107;4553312221;15/08/2022;2022-08-15;generico
XYLOCAINA;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;2433631000120;4554220222;15/08/2022;2022-08-15;novo
POMALYST;BRISTOL - MYERS SQUIBB FARMACÊUTICA LTDA;56.998.982/0001-07;4554469221;15/08/2022;2022-08-15;novo
CERTICAN;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;4559973229;16/08/2022;2022-08-16;novo
AMOXICILINA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;5161069000110;4560743223;16/08/2022;2022-08-16;generico
FURP - AMOXICILINA;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;43.640.754/0001-19;4560256225;16/08/2022;2022-08-16;similar
