Medicamento;Empresa;CNPJ;Expediente;Data de Publicação_rel;Data de Publicação_cat;Data de Publicação (dt)_rel;Data de Publicação (dt)_cat;Categoria;status
LOSARTANA POTÁSSICA;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;578827255;29/04/2025;;2025-04-29;;;novo_em_relatorio
TRULICITY;ELI LILLY DO BRASIL LTDA;43.940.618/0001-44;814519253;18/06/2025;;2025-06-18;;;novo_em_relatorio
CITRATO DE SILDENAFILA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1045862180;31/10/2018;;2018-10-31;;;novo_em_relatorio
CITALOPRAM;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1119635250;19/08/2025;;2025-08-19;;;novo_em_relatorio
OXYCONTIN;MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA;15.127.898/0001-30;963891235;12/09/2023;;2023-09-12;;;novo_em_relatorio
atenolol;CIMED INDUSTRIA S.A;02.814.497/0001-07;977500205;01/04/2020;;2020-04-01;;;novo_em_relatorio
CABERGOLINA;FUNDAÇÃO BAIANA DE PESQ. CIENTIFICA E DESENV. TECNOLOGICO, FORNECIMENTO E DISTRIBUIÇÃO DE MEDICAMENTOS-BAHIAFARMA;13.078.518/0001-90;839526218;03/03/2021;;2021-03-03;;;novo_em_relatorio
FLYARE;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;17.562.075/0001-69;843926252;27/06/2025;;2025-06-27;;;novo_em_relatorio
CARDOMARIN;NATULAB LABORATORIO S.A;02.456.955/0001-83;1516105249;04/11/2024;;2024-11-04;;;novo_em_relatorio
SECNIDAZOL;BRASTERAPICA PHARMACEUTICA LTDA.;46.179.008/0001-68;556917251;25/04/2025;;2025-04-25;;;novo_em_relatorio
COGNITUS;HERBARIUM LABORATORIO BOTANICO LTDA;78.950.011/0001-20;155228251;04/02/2025;;2025-02-04;;;novo_em_relatorio
COCICHIMIL;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1593658249;21/11/2024;;2024-11-21;;;novo_em_relatorio
SECTIL;BRASTERAPICA PHARMACEUTICA LTDA.;46.179.008/0001-68;556922255;25/04/2025;;2025-04-25;;;novo_em_relatorio
cloridrato de irinotecano;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;1067472258;14/08/2025;;2025-08-14;;;novo_em_relatorio
SPECTOFLUX;LABORATÓRIO GLOBO SA;17.115.437/0001-73;825966256;23/06/2025;;2025-06-23;;;novo_em_relatorio
KADCYLA;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;33.009.945/0001-23;824768256;23/06/2025;;2025-06-23;;;novo_em_relatorio
TIBOLONA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;1730342248;18/12/2024;;2024-12-18;;;novo_em_relatorio
ácido zoledrônico;SUN FARMACÊUTICA DO BRASIL LTDA;05.035.244/0001-23;445388251;01/04/2025;;2025-04-01;;;novo_em_relatorio
Remsima;CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DOS BRASIL LTDA;05.452.889/0001-61;1020205253;08/08/2025;;2025-08-08;;;novo_em_relatorio
SECDAZOL;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;30.222.814/0001-31;349390258;14/03/2025;;2025-03-14;;;novo_em_relatorio
PURINETHOL;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;02.433.631/0001-20;355278251;17/03/2025;;2025-03-17;;;novo_em_relatorio
DIPIRONA SÓDICA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;529567253;17/04/2025;;2025-04-17;;;novo_em_relatorio
NEOCOFLAN;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;928625249;08/07/2024;;2024-07-08;;;novo_em_relatorio
HEMITARTARATO DE RIVASTIGMINA;INSTITUTO VITAL BRAZIL S/A;30.064.034/0001-00;1021325252;08/08/2025;;2025-08-08;;;novo_em_relatorio
GABALLON;ZYDUS NIKKHO FARMACÊUTICA LTDA;05.254.971/0001-81;768699258;06/06/2025;;2025-06-06;;;novo_em_relatorio
NIKI;EMS SIGMA PHARMA LTDA;00.923.140/0001-31;766428257;06/06/2025;;2025-06-06;;;novo_em_relatorio
GASTROL;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;549735232;30/05/2023;;2023-05-30;;;novo_em_relatorio
Dorene;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;303966246;12/03/2024;;2024-03-12;;;novo_em_relatorio
SENARETI;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;2755526211;15/07/2021;;2021-07-15;;;novo_em_relatorio
PARNATE;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;793476259;12/06/2025;;2025-06-12;;;novo_em_relatorio
MESILATO DE IMATINIBE;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;601076257;05/05/2025;;2025-05-05;;;novo_em_relatorio
INTHOS;FARMOQUÍMICA S/A;33.349.473/0001-58;1371800235;04/12/2023;;2023-12-04;;;novo_em_relatorio
HISTAMIN;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;3448079219;01/09/2021;;2021-09-01;;;novo_em_relatorio
SUMAXPRO;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;1161307257;29/08/2025;;2025-08-29;;;novo_em_relatorio
FLUTAMIDA;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;211706248;22/02/2024;;2024-02-22;;;novo_em_relatorio
GLIADEL;EISAI LABORATÓRIOS LTDA;08.416.362/0001-70;701666212;22/02/2021;;2021-02-22;;;novo_em_relatorio
DICLOFENACO RESINATO;CIMED INDUSTRIA S.A;02.814.497/0001-07;2667237226;03/05/2022;;2022-05-03;;;novo_em_relatorio
CODYLEX;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1143327182;04/12/2018;;2018-12-04;;;novo_em_relatorio
LORSACOR;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;509960251;14/04/2025;;2025-04-14;;;novo_em_relatorio
cloridrato de fluoxetina;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;04.301.884/0001-75;4244297204;01/12/2020;;2020-12-01;;;novo_em_relatorio
CIPIDE;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1025598253;11/08/2025;;2025-08-11;;;novo_em_relatorio
BACTRONEO;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;3963606202;11/11/2020;;2020-11-11;;;novo_em_relatorio
FLEBOGAMMA;GRIFOLS BRASIL LTDA;02.513.899/0001-71;192583255;11/02/2025;;2025-02-11;;;novo_em_relatorio
FORTEVIT;AIRELA INDÚSTRIA FARMACÊUTICA LTDA.;01.858.973/0001-29;3867813206;04/11/2020;;2020-11-04;;;novo_em_relatorio
VAST;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;712680250;27/05/2025;;2025-05-27;;;novo_em_relatorio
ARISTAB;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;73031241;19/01/2024;;2024-01-19;;;novo_em_relatorio
MYRBETRIC;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.;07.768.134/0001-04;1639778241;29/11/2024;;2024-11-29;;;novo_em_relatorio
BENECTRIN;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;1054223246;01/08/2024;;2024-08-01;;;novo_em_relatorio
amoxicilina + clavulanato de potássio;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;187966249;19/02/2024;;2024-02-19;;;novo_em_relatorio
PROGRAF;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.;07.768.134/0001-04;943824257;21/07/2025;;2025-07-21;;;novo_em_relatorio
SUMAX;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;1161158251;29/08/2025;;2025-08-29;;;novo_em_relatorio
LEFLUNOMIDA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;1656911248;04/12/2024;;2024-12-04;;;novo_em_relatorio
FINALOP;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;966606256;24/07/2025;;2025-07-24;;;novo_em_relatorio
SEEBRI;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;725317256;28/05/2025;;2025-05-28;;;novo_em_relatorio
levofloxacino;CIMED INDUSTRIA S.A;02.814.497/0001-07;808738259;17/06/2025;;2025-06-17;;;novo_em_relatorio
GLIBENCLAMIDA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;2285678223;12/04/2022;;2022-04-12;;;novo_em_relatorio
diclofenaco sódico;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;5107220223;29/12/2022;;2022-12-29;;;novo_em_relatorio
GABAPENTINA;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;1042936251;12/08/2025;;2025-08-12;;;novo_em_relatorio
olanzapina;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;128840242;01/02/2024;;2024-02-01;;;novo_em_relatorio
HECLIVIR;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;557393199;25/06/2019;;2019-06-25;;;novo_em_relatorio
dicloridrato de pramipexol;FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;271868252;26/02/2025;;2025-02-26;;;novo_em_relatorio
OMNISCAN;GE HEALTHCARE DO BRASIL COMÉRCIO E SERVIÇOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;00.029.372/0001-40;759464243;06/06/2024;;2024-06-06;;;novo_em_relatorio
mirtazapina;LABORATÓRIO GLOBO SA;17.115.437/0001-73;1101740230;16/10/2023;;2023-10-16;;;novo_em_relatorio
VACINA POLIOMIELITE 1, 2 E 3 (INATIVADA);FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;1017684251;07/08/2025;;2025-08-07;;;novo_em_relatorio
RELVAR ELLIPTA;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;611144255;06/05/2025;;2025-05-06;;;novo_em_relatorio
DUPLIVIR;BLANVER FARMOQUIMICA E FARMACEUTICA S.A.;53.359.824/0001-19;3816021212;27/09/2021;;2021-09-27;;;novo_em_relatorio
EUCAPROL;APIS FLORA INDUSTRIAL E COMERCIAL LTDA;49.345.358/0001-45;4288215226;13/06/2022;;2022-06-13;;;novo_em_relatorio
RINGER COM LACTATO;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;2493014208;29/07/2020;;2020-07-29;;;novo_em_relatorio
VALERIANE;ZYDUS NIKKHO FARMACÊUTICA LTDA;05.254.971/0001-81;615277250;07/05/2025;;2025-05-07;;;novo_em_relatorio
LATANOPROSTA + MALEATO DE TIMOLOL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;665022255;16/05/2025;;2025-05-16;;;novo_em_relatorio
cloridrato de loperamida;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;732143250;29/05/2025;;2025-05-29;;;novo_em_relatorio
ATRED;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;857086251;30/06/2025;;2025-06-30;;;novo_em_relatorio
maleato de bronfeniramina + cloridrato de fenilefrina;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;550566252;24/04/2025;;2025-04-24;;;novo_em_relatorio
ARPYNFLAN;NATULAB LABORATORIO S.A;02.456.955/0001-83;4246398225;02/06/2022;;2022-06-02;;;novo_em_relatorio
LANSOPRAZOL;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;1183656254;05/09/2025;;2025-09-05;;;novo_em_relatorio
esomeprazol magnésico;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;1173592253;03/09/2025;;2025-09-03;;;novo_em_relatorio
ERIVEDGE;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;33.009.945/0001-23;761212256;05/06/2025;;2025-06-05;;;novo_em_relatorio
SULFATO DE ATAZANAVIR;FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;934880255;18/07/2025;;2025-07-18;;;novo_em_relatorio
METRONIDAZOL;JP INDUSTRIA FARMACEUTICA S/A;55.972.087/0001-50;801412251;16/06/2025;;2025-06-16;;;novo_em_relatorio
SULFATO DE EFEDRINA;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;1200974239;01/11/2023;;2023-11-01;;;novo_em_relatorio
RENOPRIL;BELFAR LTDA;18.324.343/0001-77;969812256;25/07/2025;;2025-07-25;;;novo_em_relatorio
hemitartarato de zolpidem;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;1041057253;12/08/2025;;2025-08-12;;;novo_em_relatorio
OTOCIRIAX;FARMOQUÍMICA S/A;33.349.473/0001-58;1349328243;01/10/2024;;2024-10-01;;;novo_em_relatorio
MOFILEN;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;33.258.401/0001-03;866239251;02/07/2025;;2025-07-02;;;novo_em_relatorio
BLUMEL HEDERA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;396596258;24/03/2025;;2025-03-24;;;novo_em_relatorio
ZOLPROX;LABORATÓRIO GLOBO SA;17.115.437/0001-73;826414257;23/06/2025;;2025-06-23;;;novo_em_relatorio
VALESSONE;NATULAB LABORATORIO S.A;02.456.955/0001-83;1173726233;26/10/2023;;2023-10-26;;;novo_em_relatorio
FAZOLON;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;1257141236;14/11/2023;;2023-11-14;;;novo_em_relatorio
CLORIDRATO DE CIPROFLOXACINO;BRASTERAPICA PHARMACEUTICA LTDA.;46.179.008/0001-68;64771237;20/01/2023;;2023-01-20;;;novo_em_relatorio
CLORIDRATO DE GENCITABINA;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;867913258;02/07/2025;;2025-07-02;;;novo_em_relatorio
FOSFATO DISSODICO DE DEXAMETASONA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;963327241;15/07/2024;;2024-07-15;;;novo_em_relatorio
sulfato de neomicina + bacitracina zíncica;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;63978253;16/01/2025;;2025-01-16;;;novo_em_relatorio
EFRINALIN;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;1150692251;27/08/2025;;2025-08-27;;;novo_em_relatorio
AMIXAL;LABORATORIOS B. BRAUN S/A;31.673.254/0001-02;116602244;30/01/2024;;2024-01-30;;;novo_em_relatorio
LOXAM;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;1175133256;03/09/2025;;2025-09-03;;;novo_em_relatorio
NOVALGINA;OPELLA HEALTHCARE BRAZIL LTDA;38.391.432/0001-43;73370258;17/01/2025;;2025-01-17;;;novo_em_relatorio
hemitartarato de zolpidem;EMS S/A;57.507.378/0003-65;32810253;09/01/2025;;2025-01-09;;;novo_em_relatorio
cloridrato de hidroxizina;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;1064635213;19/03/2021;;2021-03-19;;;novo_em_relatorio
SULFAMETOXAZOL + TRIMETOPRIMA;EMS S/A;57.507.378/0003-65;1054407240;01/08/2024;;2024-08-01;;;novo_em_relatorio
NEOTAREN;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;274292254;26/02/2025;;2025-02-26;;;novo_em_relatorio
CLORIDRATO DE DONEPEZILA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;573261237;05/06/2023;;2023-06-05;;;novo_em_relatorio
DRENATAN;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;600218252;05/05/2025;;2025-05-05;;;novo_em_relatorio
NEOPIRIDIN;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;1289821241;19/09/2024;;2024-09-19;;;novo_em_relatorio
maleato de dexclorfeniramina + sulfato de pseudoefedrina + guaifenesina;EMS S/A;57.507.378/0003-65;1152882252;28/08/2025;;2025-08-28;;;novo_em_relatorio
FORTEO;ELI LILLY DO BRASIL LTDA;43.940.618/0001-44;788537253;11/06/2025;;2025-06-11;;;novo_em_relatorio
HEBLAX;INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A;08.939.548/0001-03;2594927166;03/01/2023;;2023-01-03;;;novo_em_relatorio
MOTORE;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1176947249;27/08/2024;;2024-08-27;;;novo_em_relatorio
FURP - SULFADIAZINA;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;43.640.754/0001-19;1152120247;22/08/2024;;2024-08-22;;;novo_em_relatorio
NEOPRAZOL;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;1289965242;19/09/2024;;2024-09-19;;;novo_em_relatorio
CLONAZEPAM (PORT. 344/98 – LISTA B1);PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;4609728207;28/12/2020;;2020-12-28;;;novo_em_relatorio
MICLOX;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;359652247;22/03/2024;;2024-03-22;;;novo_em_relatorio
DICLORIDRATO DE PRAMIPEXOL;EMS S/A;57.507.378/0003-65;1013302249;24/07/2024;;2024-07-24;;;novo_em_relatorio
ACEBROFILINA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;793024251;12/06/2025;;2025-06-12;;;novo_em_relatorio
oxalato de escitalopram;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;543166236;29/05/2023;;2023-05-29;;;novo_em_relatorio
PERJETA HER;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;33.009.945/0001-23;532139241;23/04/2024;;2024-04-23;;;novo_em_relatorio
REMICADE;JANSSEN-CILAG FARMACÊUTICA LTDA;51.780.468/0001-87;792507258;12/06/2025;;2025-06-12;;;novo_em_relatorio
DICLOFENACO SÓDICO;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;2202350190;18/09/2019;;2019-09-18;;;novo_em_relatorio
TRESIBA;NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA;82.277.955/0001-55;547070250;23/04/2025;;2025-04-23;;;novo_em_relatorio
ELIGARD;ADIUM S.A.;55.980.684/0001-27;420439251;27/03/2025;;2025-03-27;;;novo_em_relatorio
XALANOFT;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;662430255;16/05/2025;;2025-05-16;;;novo_em_relatorio
ADCETRIS;TAKEDA PHARMA LTDA.;60.397.775/0001-74;1318145244;25/09/2024;;2024-09-25;;;novo_em_relatorio
XALOFTAL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;679304258;20/05/2025;;2025-05-20;;;novo_em_relatorio
ANCORON;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;260695254;24/02/2025;;2025-02-24;;;novo_em_relatorio
PATZ SL;EMS SIGMA PHARMA LTDA;00.923.140/0001-31;52724255;14/01/2025;;2025-01-14;;;novo_em_relatorio
CREON;ABBOTT LABORATÓRIOS DO BRASIL LTDA;56.998.701/0001-16;368323251;19/03/2025;;2025-03-19;;;novo_em_relatorio
BENEGRIP;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;531309258;17/04/2025;;2025-04-17;;;novo_em_relatorio
ZIDER;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;1368442242;04/10/2024;;2024-10-04;;;novo_em_relatorio
CLORIDRATO DE TANSULOSINA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1159320250;29/08/2025;;2025-08-29;;;novo_em_relatorio
TOPIRAMATO;ZYDUS NIKKHO FARMACÊUTICA LTDA;05.254.971/0001-81;329940252;11/03/2025;;2025-03-11;;;novo_em_relatorio
NISOFLAN;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;4931986226;11/11/2022;;2022-11-11;;;novo_em_relatorio
DEXTAMINE;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;17.562.075/0001-69;661694259;16/05/2025;;2025-05-16;;;novo_em_relatorio
FEMOSTON;ABBOTT LABORATÓRIOS DO BRASIL LTDA;56.998.701/0001-16;235571253;19/02/2025;;2025-02-19;;;novo_em_relatorio
ORLISTATE;EMS S/A;57.507.378/0003-65;1011185253;06/08/2025;;2025-08-06;;;novo_em_relatorio
diclofenaco sódico;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;579186253;29/04/2025;;2025-04-29;;;novo_em_relatorio
PREDNISOLONA;EMS S/A;57.507.378/0003-65;662061250;16/05/2025;;2025-05-16;;;novo_em_relatorio
DUPHASTON;ABBOTT LABORATÓRIOS DO BRASIL LTDA;56.998.701/0001-16;779101251;10/06/2025;;2025-06-10;;;novo_em_relatorio
BETASERC;ABBOTT LABORATÓRIOS DO BRASIL LTDA;56.998.701/0001-16;655192255;15/05/2025;;2025-05-15;;;novo_em_relatorio
XAROPE VICK;PROCTER & GAMBLE DO BRASIL LTDA.;59.476.770/0001-58;4859061225;24/10/2022;;2022-10-24;;;novo_em_relatorio
CARBOCISTEÍNA;CIMED INDUSTRIA S.A;02.814.497/0001-07;1081155189;13/11/2018;;2018-11-13;;;novo_em_relatorio
BALSAMO BENGUE;EMS S/A;57.507.378/0003-65;971478252;25/07/2025;;2025-07-25;;;novo_em_relatorio
AMPICILINA SÓDICA + SULBACTAM SÓDICO;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;147898251;03/02/2025;;2025-02-03;;;novo_em_relatorio
COBAVITAL;ABBOTT LABORATÓRIOS DO BRASIL LTDA;56.998.701/0001-16;1339850249;30/09/2024;;2024-09-30;;;novo_em_relatorio
TEMODAL;MERCK SHARP & DOHME FARMACEUTICA LTDA.;03.560.974/0001-18;781227241;11/06/2024;;2024-06-11;;;novo_em_relatorio
IBUVIX;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1564844242;13/11/2024;;2024-11-13;;;novo_em_relatorio
TASULIL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;51838231;17/01/2023;;2023-01-17;;;novo_em_relatorio
piperacilina sódica + tazobactam sódico;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;1084032244;08/08/2024;;2024-08-08;;;novo_em_relatorio
NOXAFIL;MERCK SHARP & DOHME FARMACEUTICA LTDA.;03.560.974/0001-18;360694250;18/03/2025;;2025-03-18;;;novo_em_relatorio
GAMA ANTI-HEPATITE B GRIFOLS;GRIFOLS BRASIL LTDA;02.513.899/0001-71;192621254;11/02/2025;;2025-02-11;;;novo_em_relatorio
COMBODART;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;935048251;18/07/2025;;2025-07-18;;;novo_em_relatorio
TOPIRAMATO;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1503151247;31/10/2024;;2024-10-31;;;novo_em_relatorio
DERMOTIL FUSID;GLENMARK FARMACÊUTICA LTDA;44.363.661/0001-57;1624515240;27/11/2024;;2024-11-27;;;novo_em_relatorio
L-ENEMA;NATULAB LABORATORIO S.A;02.456.955/0001-83;1027183150;25/11/2015;;2015-11-25;;;novo_em_relatorio
FUMARATO DE TENOFOVIR DESOPROXILA;LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A - LAFEPE;10.877.926/0001-13;911663258;11/07/2025;;2025-07-11;;;novo_em_relatorio
HIRUDOID;DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;60.874.187/0001-84;747915245;04/06/2024;;2024-06-04;;;novo_em_relatorio
ALLEXOFEDRIN D;EMS S/A;57.507.378/0003-65;1117686256;19/08/2025;;2025-08-19;;;novo_em_relatorio
LEVOTAC;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;361744251;18/03/2025;;2025-03-18;;;novo_em_relatorio
SOMALGIN CARDIO;EMS SIGMA PHARMA LTDA;00.923.140/0001-31;2732478229;17/05/2022;;2022-05-17;;;novo_em_relatorio
Eylia;BAYER S.A.;18.459.628/0001-15;907956254;11/07/2025;;2025-07-11;;;novo_em_relatorio
TACROLIMO;FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;909259241;03/07/2024;;2024-07-03;;;novo_em_relatorio
ZYTIGA;JANSSEN-CILAG FARMACÊUTICA LTDA;51.780.468/0001-87;1211641244;03/09/2024;;2024-09-03;;;novo_em_relatorio
PRIMOVIST;BAYER S.A.;18.459.628/0001-15;1304364241;23/09/2024;;2024-09-23;;;novo_em_relatorio
SUSTRATE;FARMOQUÍMICA S/A;33.349.473/0001-58;840200251;26/06/2025;;2025-06-26;;;novo_em_relatorio
POLAREN;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;17.562.075/0001-69;922126241;05/07/2024;;2024-07-05;;;novo_em_relatorio
HEDRA EXPEC;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;200816250;12/02/2025;;2025-02-12;;;novo_em_relatorio
ALENTHUS XR;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1219040240;04/09/2024;;2024-09-04;;;novo_em_relatorio
SELOZOK FIX;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;1181559251;05/09/2025;;2025-09-05;;;novo_em_relatorio
TENOXIL;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;17.875.154/0001-20;679350250;20/05/2025;;2025-05-20;;;novo_em_relatorio
LASTACAFT;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;43.426.626/0001-77;564493236;02/06/2023;;2023-06-02;;;novo_em_relatorio
cloridrato de ambroxol;CIMED INDUSTRIA S.A;02.814.497/0001-07;1137454253;25/08/2025;;2025-08-25;;;novo_em_relatorio
Avonex;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;07.986.222/0001-74;787326259;11/06/2025;;2025-06-11;;;novo_em_relatorio
XAROPE DE GUACO NATULAB;NATULAB LABORATORIO S.A;02.456.955/0001-83;1368331246;04/10/2024;;2024-10-04;;;novo_em_relatorio
CLORIDRATO DE TETRACICLINA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;106337254;24/01/2025;;2025-01-24;;;novo_em_relatorio
